customer_id,customer_type,name,email,phone,address,kyc_status
CUST000226,Individual,David Roberts,kevinwagner@example.net,+1-243-507-3895,"410 Brandi Viaduct, Lake John, AS 59422",Verified
CUST000227,Individual,Matthew Garcia,mark34@example.net,+1-567-693-6682,,Verified
CUST000228,Individual,John Flores,fordedward@example.org,+1-521-706-0605x672,"0296 Graham Orchard Suite 082, South Jessica, FL 81387",Verified
CUST000229,Individual,Adam Ballard,vaughnjames@example.com,,"605 Tricia Flat, Port Benjamin, PR 16171",Verified
CUST000230,Individual,Cory Smith,spearsashley@example.org,595.665.8625,,Pending
CUST000231,Individual,Christopher Roberts,williamsonchelsea@example.com,709.583.6906,"810 John Fork, Robertsburgh, PW 93689",Pending
CUST000232,Individual,Angela Kemp,jason47@example.com,806.648.7010x8939,,Verified
CUST000233,Business,Michelle Rogers,michellesmith@example.com,916.992.4991,"010 Higgins Points Apt. 637, Katelynborough, CO 80129",Pending
CUST000234,Individual,Michelle Martin,laura45@example.net,,"3473 Evans Lights Suite 051, South Davidside, GA 41507",Pending
CUST000235,Business,Sarah Davila,meagankline@example.net,(973)449-4503,,Pending
CUST000236,Individual,Raymond Davis,carol99@example.org,+1-522-510-7618x683,"PSC 4313, Box 0740, APO AP 13519",Verified
CUST000237,Individual,Stephanie Gutierrez,sara01@example.net,+1-584-230-7124x4011,"6730 Debra Street, North Jordan, HI 49874",Verified
CUST000238,Business,Shelby Stephenson,ksullivan@example.net,471-457-4959,"5575 Ashley Falls, Brandonhaven, NC 54304",Pending
CUST000239,Individual,Stephen Duran,pamela49@example.net,9854230676,,Verified
CUST000240,Individual,Clarence Fernandez,leslie21@example.com,+1-421-735-4771,"143 Mason Roads Suite 409, East Susan, MN 53034",Verified
CUST000241,Individual,Raymond Johnson,dcollier@example.net,001-880-711-3182x18790,"3953 Woodward Groves Suite 717, Evansville, WA 20882",Verified
CUST000242,Individual,Andrew Brown MD,lewistina@example.net,477.205.1409,,Verified
CUST000243,Individual,Amy Dennis DVM,jonathan77@example.org,514-464-3244x89263,,Verified
CUST000244,Individual,Michele Foster,dwebb@example.org,,"90589 Heather Walk Apt. 237, West Michael, ID 59868",Verified
CUST000245,Business,Matthew Barrett,kimberly36@example.net,+1-724-978-3009,"Unit 1834 Box 5676, DPO AE 70522",Verified
CUST000246,Individual,Susan Browning,arthur20@example.com,409.655.1886x4101,"82188 White Roads, Velasqueztown, AS 67567",Pending
CUST000247,Individual,Devin Murray,zmendoza@example.com,951-967-9030x76164,,Verified
CUST000248,Business,Vanessa Obrien,seth62@example.org,001-258-628-1155x5501,"USS Lewis, FPO AE 93522",Verified
CUST000249,Individual,Samuel Johnson,rebeccawilliams@example.org,(922)761-1166x802,"869 Ronald Lock Apt. 968, Baxterville, MT 66238",Verified
CUST000250,Individual,Amy Miller,qpalmer@example.org,+1-717-509-0896x52271,"53348 Bryan Curve Apt. 681, Lake Danielchester, KS 94172",Verified
CUST000251,Individual,Bethany Jordan,rachelcowan@example.net,(725)507-0663,,Verified
CUST000252,Individual,Brandon Black,craigbrianna@example.net,906-759-2820x672,"677 Edward Glens Suite 645, Michaelstad, HI 95263",Rejected
CUST000253,Individual,Michelle Boyle,xhall@example.org,(622)459-0357,,Verified
CUST000254,Individual,Elizabeth Bishop,vmiller@example.net,+1-498-513-7237,"01757 Karen Harbors Apt. 493, Williamview, MS 02206",Rejected
CUST000255,Individual,Jerry Reyes,enichols@example.com,843-716-6961,"25688 Tran Manor Suite 200, North Donaldmouth, OH 86828",Verified
CUST000256,Individual,Stephanie Hudson,melissaroberts@example.net,752-222-1668x6500,"611 Williams Track, New Jessicabury, MA 08482",Verified
CUST000257,Individual,Holly Irwin,theresa42@example.com,999.605.4700x7654,,Verified
CUST000258,Individual,Zachary Mcbride,fmyers@example.com,252.702.5743x74425,,Verified
CUST000259,Individual,Gloria Craig,ymunoz@example.net,001-721-376-1476x7079,,Pending
CUST000260,Individual,Hannah Rodriguez,znielsen@example.net,969.300.5108,"7933 Levine Fields Apt. 293, North Noahport, VA 31021",Verified
CUST000261,Individual,Felicia Reed,robinsonnicole@example.org,+1-765-292-5712x018,,Verified
CUST000262,Individual,Joshua Howell,whiteanna@example.com,(202)706-0979x5840,"221 Carpenter Harbors Suite 573, Nelsonberg, FM 32645",Verified
CUST000263,Individual,Kevin Miller,melissabraun@example.com,667.715.8314,"215 Peter Pines Apt. 513, South Carl, PA 59397",Pending
CUST000264,Business,Brian Gomez,phillipwilliamson@example.com,738-785-1665x3134,"7761 Barry Isle, West Sharon, PR 08132",Rejected
CUST000265,Individual,Christine Hawkins,anna18@example.net,3603010716,"30523 Davis Trace Suite 340, Port Michelleview, WY 99435",Rejected
CUST000266,Business,Eugene Stevenson,michael53@example.com,2092572171,"617 Amy Falls Apt. 386, East Robertton, AL 74052",Verified
CUST000267,Individual,Dennis Jones,rogersrichard@example.com,(991)705-8285,"128 Santiago Greens, North Erin, WV 75241",Pending
CUST000268,Individual,Katherine Olson,gonzaleznatasha@example.org,4143567524,"94004 Crystal Bridge, Stevenhaven, SC 90397",Verified
CUST000269,Business,Maria Perez,efuller@example.com,(227)319-2261x309,,Verified
CUST000270,Individual,Justin Hansen,matthewkoch@example.net,,"895 White Ville, South Robertfurt, PR 14765",Verified
CUST000271,Business,Sherry Garner,patriciaallen@example.com,+1-522-510-1595,"USCGC Powell, FPO AP 47186",Verified
CUST000272,Business,David Crawford,sheltoncassandra@example.com,(826)909-0510x640,,Pending
CUST000273,Individual,Kevin Wright,randerson@example.org,,"9494 Prince Lane Apt. 128, South Austin, RI 92928",Pending
CUST000274,Individual,Katrina Watts,richardsonmonique@example.com,7356568123,,Verified
CUST000275,Individual,Darrell Green,ksmith@example.com,+1-214-416-1605x0408,"413 Frederick Well, Port Kristin, TX 21690",Verified
CUST000276,Business,Nicole Wilson,paula86@example.net,(603)700-2780,,Verified
CUST000277,Individual,Curtis Wells,patricia26@example.org,(976)263-7267x546,"975 Matthew Brook, North Jenniferstad, FL 06499",Verified
CUST000278,Individual,Edward Wilson,palmershane@example.net,,"0267 Stevens Plains, North Jennifer, VT 28811",Verified
CUST000279,Individual,Douglas Russell,morenorebecca@example.net,2587165376,"2829 King Underpass, Michaelland, PR 13679",Verified
CUST000280,Individual,Ryan Burke,ann96@example.com,856-351-5736,"163 Baldwin Greens, Edwardsmouth, AK 26623",Verified
CUST000281,Individual,Crystal Mejia,shawvictoria@example.org,6772125973,"3164 Mahoney Pine Apt. 983, Herbertstad, NC 43620",Pending
CUST000282,Individual,Adam Tucker,nesparza@example.org,,"7482 Jeremy Club Apt. 636, West Tammyhaven, FL 93737",Pending
CUST000283,Individual,Brian Gutierrez,careyanthony@example.org,(779)467-4186,"044 Alexa Isle, Jeffreymouth, PR 69232",Verified
CUST000284,Individual,Tanya Walker,victoria83@example.com,+1-477-730-2709x522,,Verified
CUST000285,Individual,Mrs. Pamela Gonzalez,jamestaylor@example.net,390-565-6507x755,"829 Bennett Meadow, Lake Geoffreyfurt, DC 02611",Rejected
CUST000286,Individual,Victoria Reed,douglas37@example.net,+1-455-389-4698x120,,Verified
CUST000287,Business,Andrew Garrison,patrickhansen@example.net,2587278777,,Verified
CUST000288,Individual,Robert Rich,vickieclark@example.net,(745)429-8433x6007,"77289 Thompson Highway Apt. 665, Jamesside, FM 76923",Rejected
CUST000289,Individual,Cindy Shah,jonesjanice@example.net,328.421.2773x44716,"Unit 6837 Box 2143, DPO AE 82865",Pending
CUST000290,Individual,Seth Marquez,smiller@example.com,473-667-8040x568,"080 Gloria Meadows, Lake Jerry, NC 99599",Verified
CUST000291,Individual,Kathryn Horton,juanferguson@example.com,612-582-2090,"1787 Schultz Village Suite 844, East Ashley, UT 59241",Verified
CUST000292,Individual,James Lopez,derekburgess@example.com,+1-435-315-6253x7922,,Pending
CUST000293,Business,Melanie Houston,hmurphy@example.net,,"PSC 2701, Box 7081, APO AE 92773",Rejected
CUST000294,Individual,Madison Kelly,morgan84@example.com,001-899-902-7764x91639,"07808 Patrick Vista Suite 101, Lake Kristina, NC 45241",Rejected
CUST000295,Individual,Carmen Hampton,kellercorey@example.net,265.738.1449x59634,,Verified
CUST000296,Individual,Laura Meyer,paul07@example.com,316-432-1981x3249,"91873 Danielle Forge Apt. 719, West Joseph, NC 91811",Verified
CUST000297,Business,Gary Jones,waltersryan@example.com,+1-753-357-6311x10511,"600 Brandi Freeway, New Amandahaven, IN 20713",Verified
CUST000298,Individual,Carlos Kennedy,codyboyd@example.com,634.583.9444x980,"Unit 8417 Box 4726, DPO AP 50148",Verified
CUST000299,Individual,Patrick Sanchez,bradley09@example.org,987-607-9539x971,"PSC 0973, Box 7979, APO AP 28690",Verified
CUST000300,Individual,Stephanie Martin,kevinjenkins@example.com,(338)414-5858x16644,"4273 Stephanie Locks, Estradamouth, MS 58461",Rejected
CUST000301,Individual,Richard Krause,benjaminandrew@example.com,585.633.7685x8881,"27255 Gallegos Roads Suite 624, Adamshaven, VA 20950",Pending
CUST000302,Individual,Todd Rosales,espinozakevin@example.org,507.288.9923,"79354 Amy Creek Suite 555, North Jon, PW 06030",Verified
CUST000303,Individual,Kenneth Wood,fmartin@example.com,(343)429-9457x0525,"PSC 0672, Box 9721, APO AE 18643",Pending
CUST000304,Business,Christopher Eaton,sloangarrett@example.com,(647)567-4746,"7223 Laura Crossroad, Craigburgh, AR 25719",Verified
CUST000305,Individual,Mrs. Carmen Ortega,rwhitehead@example.net,934-800-2445x219,"6456 Franklin Trail Apt. 842, Port Rebecca, KY 05288",Verified
CUST000306,Individual,Susan Miller,robert87@example.com,473-778-6740x44854,,Verified
CUST000307,Business,Jesus Mitchell MD,jackfrank@example.com,(408)515-2384x593,"4188 Harris Brooks Apt. 652, New Davidchester, WA 89890",Pending
CUST000308,Individual,Rachel Summers,harrisadrienne@example.com,(938)637-6073x45029,"4777 Perez Stream, South Abigailhaven, VT 35677",Verified
CUST000309,Individual,George Knox,adam83@example.org,472.834.2569x579,"916 Guzman Trace, Sosamouth, GU 61849",Verified
CUST000310,Business,Christian Price,imartin@example.com,928.306.3854x89233,"267 Lindsey Field Suite 909, Lewisville, MH 31481",Verified
CUST000311,Individual,Mark Wells,dcole@example.com,001-982-931-9020x932,"05507 Edwards Tunnel Suite 611, Lopezburgh, MH 65382",Pending
CUST000312,Business,Fernando Washington,jessica30@example.net,001-335-520-0451x14142,"8271 Margaret Groves Apt. 642, Brookshaven, RI 75617",Verified
CUST000313,Individual,David Mckee,josephfernandez@example.org,001-586-911-0768x7971,"1725 Emily Hill, Martinstad, TX 73603",Verified
CUST000314,Individual,Angela Santos,bryanhall@example.org,(738)316-0230x4478,,Verified
CUST000315,Individual,Martin West,langdaisy@example.org,(390)429-0038,,Pending
CUST000316,Individual,Tammy Allen,alexandria16@example.net,(300)706-5149,"3782 Justin Harbor, Port Gerald, MS 46296",Pending
CUST000317,Individual,Thomas Morris,rsellers@example.net,(405)489-3557x256,"793 Rodriguez Bridge Apt. 327, Catherineside, MI 39937",Verified
CUST000318,Individual,Ashley Smith,marygomez@example.com,429-812-0932,,Verified
CUST000319,Individual,Christine Adams,mariablackwell@example.net,+1-514-931-5445x4281,"38357 Green Junctions Suite 783, Shanestad, WA 37512",Verified
CUST000320,Individual,James Smith,jennifer27@example.net,526.783.0425x0314,"32316 David Square, New Brandon, MT 21841",Rejected
CUST000321,Individual,Ray Allen,fcole@example.org,544-551-3101x365,"Unit 7327 Box 3092, DPO AP 93219",Verified
CUST000322,Individual,Stephen Herrera,sarah64@example.org,,"36164 Lewis Throughway Apt. 231, Jonesville, MD 32542",Verified
CUST000323,Individual,Adam Brown,josephruiz@example.net,+1-434-925-8719x79877,,Verified
CUST000324,Individual,Jonathan Sandoval,hthomas@example.com,512.896.9159,"07796 Maria Neck, Port Victoriatown, AR 43374",Verified
CUST000325,Individual,Jessica Stafford,scott87@example.com,,"7509 Price Glens Suite 904, Jasonfurt, MS 81708",Verified
CUST000326,Individual,Daniel Clarke,vdominguez@example.com,(969)254-3226,,Verified
CUST000327,Individual,David Campbell,douglascook@example.com,628-879-3195x5924,"665 Travis Ferry Suite 991, South Kathryn, WA 74801",Pending
CUST000328,Business,Patricia Washington,millerrobert@example.com,221-613-7488x598,"51805 Joyce Station, Jeffhaven, MT 19522",Verified
CUST000329,Individual,Patricia Dunn,eatonkatherine@example.org,(525)596-4980x534,"575 Carol Trafficway, North Alexander, PA 75279",Verified
CUST000330,Individual,Wendy Johnson,hjennings@example.com,202-937-5538x91865,"56865 Jessica Springs, Williamtown, PW 11730",Verified
CUST000331,Business,Edgar Lynn,izamora@example.org,001-441-954-9911x4548,"10543 Robert Trail Suite 669, East Markland, CA 58919",Verified
CUST000332,Individual,Katie Phillips,johnmitchell@example.com,473-312-0245x7672,,Verified
CUST000333,Individual,Kathryn Morgan,philipedwards@example.com,421.971.5338x409,"239 Tony Extension, South Michael, SC 86636",Verified
CUST000334,Individual,Nancy Galvan,kvasquez@example.org,884.692.4423x03577,,Rejected
CUST000335,Individual,Jane Bradley,joshua63@example.net,001-330-632-9039x2851,"23655 Johnson Run, East Larryview, UT 64071",Verified
CUST000336,Individual,Lori Logan,owilliams@example.net,354-288-5886x5722,"92117 Robinson Hill, East Dakota, CT 62763",Verified
CUST000337,Individual,Andrew Underwood,ounderwood@example.net,626.482.3243x51895,,Verified
CUST000338,Business,Wendy Salinas,bradleykimberly@example.com,425-748-6064,"062 Cheryl Gateway, Sheppardstad, NJ 64007",Verified
CUST000339,Individual,Thomas Jennings,yrodgers@example.org,742.574.3510x97584,"6549 Bradley Pine, Christopherville, IA 97371",Verified
CUST000340,Individual,Maria Hicks,audreyowens@example.org,6836267028,,Rejected
CUST000341,Individual,Emily Guzman,dhamilton@example.net,593-506-5597x1776,,Verified
CUST000342,Individual,Donna Wagner,clandry@example.com,325-354-8570,,Pending
CUST000343,Individual,Jeanette Henderson,cwillis@example.net,5564114787,"28469 Andrew Manors Apt. 707, Anthonyview, MH 02870",Verified
CUST000344,Individual,Paige Brown,sanchezsteven@example.net,231.844.2270,"8726 Phillips Prairie Suite 461, North Stephanieberg, SD 64574",Verified
CUST000345,Individual,Angela Harvey,scunningham@example.org,637.724.7597,"337 Mary Underpass, Benjaminstad, NV 14783",Verified
CUST000346,Individual,Brian Jones,jessica06@example.com,(388)652-1919,"PSC 8994, Box 3321, APO AA 29394",Rejected
CUST000347,Individual,Kimberly Wade,snewton@example.com,298.805.6638x304,"1872 Charles Walk Apt. 596, Stevenborough, CA 12340",Verified
CUST000348,Business,Todd Booker,wchang@example.com,772.671.7620x35770,"03240 Michael Ferry, Johntown, SD 02619",Verified
CUST000349,Individual,Jaime Schneider,tabitha17@example.net,745.711.3153x5517,"1314 Mikayla Green, Lake Jamesfort, AZ 19750",Rejected
CUST000350,Individual,Jason Rivera,traviswagner@example.com,425.943.5148x8694,"6385 Angela Ridges, West Pamela, IN 51128",Verified
CUST000351,Individual,Charles Escobar,torresjonathan@example.com,419-784-0042x7659,"5060 King Causeway, Bonillaside, PW 10547",Verified
CUST000352,Individual,Rebecca Sanchez,jamesrodriguez@example.com,001-364-359-7161x828,"727 Ford Ports Apt. 991, South Garyton, MS 91162",Verified
CUST000353,Individual,Ronald Santos,jscott@example.com,947.631.8618,"0414 Hernandez Fork Suite 852, South Alexisville, GA 04085",Verified
CUST000354,Individual,James Clark,harrysmith@example.org,744.755.4990,"5937 Robin Point Suite 093, Lake Davidbury, MS 00883",Verified
CUST000355,Business,Danny Barrera,ganderson@example.net,+1-395-844-4363x442,"4512 Dale Loaf Suite 141, West Josephton, UT 22564",Pending
CUST000356,Individual,Jerry Gregory,rubiomartin@example.com,001-243-661-0866,"8996 Danielle View Suite 696, Lake Ricky, IL 64093",Verified
CUST000357,Individual,Nicole Green,irivera@example.com,774-639-2317x8258,"3965 Sarah Drives, East Kathryn, MP 44702",Pending
CUST000358,Business,Jessica Miller,simpsonapril@example.net,(670)487-3941,"241 Nguyen Lane Apt. 772, Graybury, NM 59819",Verified
CUST000359,Business,Mercedes Watkins,melissa00@example.com,001-843-213-5232x361,"71317 Brandon Radial, Johnsonfurt, WV 97223",Rejected
CUST000360,Business,Dr. Charles Bell MD,fryemindy@example.net,569.939.7744x885,,Verified
CUST000361,Business,Michelle Holland,jesse66@example.com,001-845-934-0104x038,"4875 Curry Estate Suite 753, New Jocelyn, ID 81804",Verified
CUST000362,Business,Lisa Brown,kimberlyrangel@example.org,+1-316-374-4931x68304,"340 Michael Plains Suite 382, North Christopherbury, OH 67008",Verified
CUST000363,Individual,Jason Reilly,antonio96@example.net,222.656.8672x90129,"189 Howard Fort, Claytonbury, FL 49864",Verified
CUST000364,Individual,Joyce Williams,bwright@example.org,884.959.5102x623,"129 Denise Square, Port Abigail, FM 10492",Verified
CUST000365,Business,James Smith,wallcolleen@example.org,001-589-557-7019x6706,"Unit 0023 Box 5217, DPO AE 73313",Verified
CUST000366,Individual,Adrian Ruiz,jorgebrown@example.net,5092193677,"518 Alvarez Stream Apt. 694, Port Lindseyborough, SD 26962",Verified
CUST000367,Individual,Jill Hughes,jeffreybass@example.com,(959)995-1465,"4827 Paul Run, Julialand, MI 55564",Verified
CUST000368,Individual,Cheryl Peterson,katherineaguilar@example.org,(585)461-8235x438,"2114 David Square Apt. 705, Willisville, FL 87561",Verified
CUST000369,Individual,Bradley Jackson,rburnett@example.com,(992)959-6094x972,"PSC 7956, Box 0817, APO AP 42895",Pending
CUST000370,Individual,Jon Coleman,heidimeyer@example.net,759.428.5193x46884,"628 Patricia Prairie Apt. 810, North Robin, GA 99115",Verified
CUST000371,Individual,Jordan Coffey,millsregina@example.com,268-341-4771,,Pending
CUST000372,Individual,Margaret Mills,john53@example.org,680-246-8816x39293,"8702 William Harbors Apt. 782, Olsonport, MI 98849",Verified
CUST000373,Individual,Edgar Wolfe,kaitlyn58@example.net,001-993-520-2983x5172,,Pending
CUST000374,Individual,Gary Romero,tboyd@example.com,,"59852 Zachary Lake Suite 565, Stephanieland, AK 29966",Verified
CUST000375,Individual,Allison Daniels,jacquelinemoreno@example.com,(757)962-1503,,Verified
CUST000376,Individual,Tammy Warren,kevin22@example.org,(427)663-3605,"44712 Johnson Road Suite 445, Cruzmouth, AS 93162",Verified
CUST000377,Business,Zachary Prince,mbowman@example.net,724-737-7108x5332,,Verified
CUST000378,Business,Renee Martinez,maciasjoseph@example.com,+1-585-816-9864,"23498 Jon Ville Suite 401, North Christophertown, TX 86855",Pending
CUST000379,Individual,Sean Perez,jason42@example.com,,"0633 Hudson Cliffs Suite 249, Amandaland, NM 46286",Verified
CUST000380,Business,Tamara Collins,jacksonsamuel@example.net,,"093 Johnston Summit Suite 540, Levyborough, RI 93427",Verified
CUST000381,Individual,Allison Welch,ebonyhawkins@example.org,(946)979-6831x9856,"PSC 2185, Box 4747, APO AP 42531",Verified
CUST000382,Business,Megan Rogers,tyrone14@example.net,616.931.7447x46602,"57963 Clark Viaduct, East Joe, ND 19404",Rejected
CUST000383,Individual,Jennifer Barton,greenmanuel@example.com,001-821-598-8483x7504,"409 Lisa Pike Apt. 120, Angelaview, SD 77709",Verified
CUST000384,Individual,Emma Smith,fisheranita@example.net,(977)307-2319x036,"19719 Duran Plain, North Markview, LA 67364",Pending
CUST000385,Individual,Jason Sanders,matthewlopez@example.net,,"8378 Robertson Terrace Suite 181, Angelaport, TN 69176",Verified
CUST000386,Individual,Robert Anderson,armstrongwilliam@example.org,(741)569-8235x9670,"8005 Brandy Lodge, Emilyfort, AZ 91532",Verified
CUST000387,Business,Paul Lewis,mark54@example.net,(208)775-9295x865,,Pending
CUST000388,Individual,Aaron White,paulhensley@example.com,001-401-762-1916x9031,,Verified
CUST000389,Individual,Mary Cook,reginabrown@example.net,402.802.4667x311,"12937 Larry Brooks, Stephenland, MT 17454",Verified
CUST000390,Individual,Sandy Douglas,kathryn13@example.net,,"244 William Mountains, West Michael, IA 38013",Pending
CUST000391,Individual,Marie Mcintosh,krista39@example.org,+1-346-985-5299,"PSC 7685, Box 5448, APO AE 91689",Verified
CUST000392,Individual,Brett Gonzales,tboyd@example.org,(666)210-6106x36967,"88642 Collins Course, Vargasberg, GU 83457",Verified
CUST000393,Individual,Angela Miller,crystal73@example.org,+1-320-681-6147x55262,,Rejected
CUST000394,Business,Heather Arnold,lawrence20@example.net,894.958.8293,"33407 Stevens Lake Suite 103, Port Zachary, VA 29987",Verified
CUST000395,Business,Luis Sullivan,mwilliams@example.com,387.359.3765x3996,"73996 Brandon Light Suite 850, New Carolyntown, DE 28953",Verified
CUST000396,Individual,Melissa Gonzalez,skirby@example.org,001-819-334-6160x3859,"17891 Robert Station, West Lindaside, SC 84524",Verified
CUST000397,Individual,Christopher Oneill,anthony47@example.net,001-991-393-7571x0321,"1825 Perez Roads, Lake James, ID 06836",Rejected
CUST000398,Business,Timothy Taylor,rachel83@example.com,(246)780-3475,,Verified
CUST000399,Individual,Tina Robinson,joshuaclark@example.org,001-479-971-2558,"1962 Swanson Roads, Port Philipborough, LA 94880",Verified
CUST000400,Individual,Denise Evans,ckelly@example.org,(939)844-4883,"340 Hernandez Square, Judyton, KY 25734",Verified
CUST000401,Individual,Anthony Stein,stacey26@example.com,751.695.1084x23728,"57572 Alexis Curve, Lake Andrewmouth, KY 34815",Verified
CUST000402,Business,Evelyn Jones,patricksmith@example.org,001-914-589-4034x47941,"896 Natalie Forges Apt. 399, Greenmouth, AL 28016",Verified
CUST000403,Business,Jesse Baxter,coleshannon@example.com,(932)915-7251,"44850 Brown Brooks Apt. 313, Isaacchester, AS 37717",Verified
CUST000404,Individual,Amy Jordan,jcox@example.net,(445)815-9878x039,"4052 Richard Parkways, Port Frank, FM 30859",Verified
CUST000405,Individual,Timothy Nichols PhD,williamjohnson@example.org,(930)281-5524x3824,"802 Amanda Parks, Darrylfort, LA 46667",Verified
CUST000406,Individual,Cassidy Edwards,hayescharlene@example.net,,"135 Jessica Rapid Suite 813, East Michael, AR 68832",Verified
CUST000407,Business,Lauren Hanson,martinezjamie@example.com,(833)241-0379,"445 Tracie Lake, South Wyattside, MH 86096",Verified
CUST000408,Individual,Nancy Buchanan,atran@example.com,599-609-6103,"75979 Amanda Shoals Apt. 419, Ericbury, MD 55139",Verified
CUST000409,Individual,Randy Sutton,christy14@example.net,001-384-474-3171x39103,"353 Joshua Oval, Bowersmouth, AL 45616",Pending
CUST000410,Individual,Amanda Hobbs,richard29@example.net,001-677-737-5279,"1559 Mary Divide, Erichaven, OK 08327",Pending
CUST000411,Individual,Tina Richard,englishmichael@example.com,501-583-9356,,Pending
CUST000412,Individual,Michelle Carter,robertacarrillo@example.net,(265)980-3966x9254,"05688 Daniel Keys Suite 651, Lake Patriciamouth, TX 77068",Verified
CUST000413,Individual,Kimberly Terrell,meganwalters@example.org,,"03588 Heidi Isle, Emmastad, KY 50784",Rejected
CUST000414,Individual,Janet Russell,vanessa89@example.net,+1-963-715-4335,"0329 Schneider Terrace, Markberg, LA 10003",Verified
CUST000415,Individual,Cynthia Fitzpatrick,sara21@example.net,001-346-375-4538x34912,"3607 Michael Motorway, Waltonberg, ME 45382",Verified
CUST000416,Individual,Stephanie Bartlett,justin49@example.com,(242)726-8916x210,"PSC 8945, Box 5934, APO AP 19472",Verified
CUST000417,Individual,Justin Estrada,edwardfoster@example.org,,"2459 Wright Circles, North Sarahhaven, PW 88114",Rejected
CUST000418,Individual,Gabriel Trujillo,fpeterson@example.org,+1-730-245-4640x67135,,Verified
CUST000419,Individual,Lisa Perez,collierabigail@example.com,(781)945-1241x37434,"1709 Shelton Land Apt. 441, Amandaton, MH 08350",Verified
CUST000420,Individual,Erica Williams,patricklucero@example.org,001-959-993-4632,"730 Hernandez Courts Suite 453, West Joseph, VI 92420",Rejected
CUST000421,Individual,Lisa Harper,james61@example.org,(279)800-1775x2653,"58389 Steven Canyon, Gregorymouth, NY 77063",Pending
CUST000422,Individual,Paul Jones,kevin42@example.net,(830)873-3418x2224,,Verified
CUST000423,Individual,Robert Mcdonald,ljohnson@example.org,+1-985-856-3173x3337,"13653 Gill Street, Cruzport, TN 76651",Verified
CUST000424,Individual,Sherry Daniel,zgray@example.net,355-652-2395x7998,,Verified
CUST000425,Business,Cathy Garcia,kimberly02@example.org,8886690363,,Verified
CUST000426,Business,Bonnie Ramos,woodsvalerie@example.org,(708)335-9127,,Rejected
CUST000427,Business,Ashley Pitts,wclark@example.com,628.931.3840x8667,"2612 Melinda Burgs, West Heatherfurt, PA 84743",Pending
CUST000428,Individual,Austin Smith,bhunt@example.org,5767000131,"26974 Jessica Crescent Suite 699, East Gregoryberg, AS 88991",Pending
CUST000429,Business,Lindsay Hendricks,gallagherjeremy@example.com,758-717-4824x788,"8819 Judith Crossroad, Westchester, NE 45664",Verified
CUST000430,Individual,Carolyn Rhodes,kristen12@example.com,001-257-782-2269x280,"49201 Hill Creek Apt. 293, Cherylborough, IL 65721",Verified
CUST000431,Business,Ryan Logan,andrewjones@example.com,257-757-9064x38103,"USNV Soto, FPO AA 87503",Rejected
CUST000432,Individual,Anthony King II,robertlyons@example.com,,"USNV Fitzpatrick, FPO AE 68353",Rejected
CUST000433,Individual,Kevin Pruitt,reidrichard@example.net,368.809.8090x978,"636 Ray Locks Apt. 041, New Amanda, MA 33824",Verified
CUST000434,Individual,Mary Miller,kimberlyhaynes@example.com,3367369016,,Pending
CUST000435,Individual,Jesse Carlson,brittany56@example.org,(283)770-0956x020,"PSC 1899, Box 4355, APO AE 49834",Verified
CUST000436,Individual,Mrs. Donna Armstrong,ashleysandoval@example.net,(404)748-3740,"164 West Road Suite 838, Port Ronnie, MT 42376",Verified
CUST000437,Individual,Donna Evans,amoore@example.org,001-536-813-0370,,Verified
CUST000438,Individual,Charles Meadows,melissa27@example.net,+1-491-334-4872,"7228 Allen Village Suite 649, Wilkinsonview, MD 94480",Verified
CUST000439,Individual,Amber Thompson,nhooper@example.net,,"356 Brown Via, Zunigahaven, DE 36650",Rejected
CUST000440,Individual,Patrick Harper,fwarren@example.net,+1-228-661-1737x73033,"60368 Dominguez Locks Suite 443, Port Paul, WA 93501",Verified
CUST000441,Individual,Melissa Lee,jon95@example.org,,"94777 Christopher Green Suite 067, Wilsonport, NJ 48515",Verified
CUST000442,Individual,Nicole Fisher,eflores@example.org,(442)302-1150x728,"03082 Rogers Overpass Suite 375, South Evelynhaven, AZ 68836",Verified
CUST000443,Individual,Rodney Parks,jbuchanan@example.com,(588)590-5590x3766,"117 Christopher Locks, North Cynthiaview, HI 06026",Rejected
CUST000444,Individual,Paul Gamble,jeffrey51@example.net,461-742-9567,"7991 Marcia Wall Apt. 103, Leeside, TX 21897",Verified
CUST000445,Business,Jeremy Foster,mistytaylor@example.org,(623)959-7582x633,,Verified
CUST000446,Individual,Kevin Collins,tylercain@example.org,+1-690-295-4794x1997,"061 Douglas Burg Suite 957, North Brandon, UT 56107",Rejected
CUST000447,Individual,Gerald Sanders,courtneyjones@example.org,601-776-6428,"6917 Deanna Valleys Apt. 872, East Caitlinshire, OK 60807",Verified
CUST000448,Business,John Washington,jessicasoto@example.com,001-855-460-5529,,Verified
CUST000449,Individual,Douglas Suarez,qanderson@example.org,(893)592-4507x286,"076 Sheila Trail, Port Ianport, DE 98396",Rejected
CUST000450,Individual,Jose Maxwell,danielgrimes@example.com,310-334-7252,"349 William Cove, New Raymond, HI 17854",Verified
CUST000451,Individual,Randy Schultz,nicole31@example.net,798-452-2691,"23715 Glenn Summit, Port Christopher, OR 25113",Verified
CUST000452,Individual,Maria Crawford,brendanowens@example.org,364-344-7669x096,"41911 David Landing Suite 528, West Theresaview, OR 42450",Verified
CUST000453,Individual,Carla Pearson,teresa63@example.net,001-849-342-1607x83347,"59774 Salinas Way Suite 584, North James, VI 60046",Rejected
